Mfg_Part_Num,ai_used,overall_confidence,needs_human_review,distributor_detected,n_attributes,review_reasons
S4726,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 21 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
S11429,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 22 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
S21354,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 22 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
S21363,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 22 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
S11445,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 22 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
567313,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586875,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576355,False,0.19,True,False,0,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review. | No attributes extracted — description too sparse or needs enrichment.
576363,False,0.19,True,False,0,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review. | No attributes extracted — description too sparse or needs enrichment.
565374,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565390,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576371,False,0.19,True,False,0,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review. | No attributes extracted — description too sparse or needs enrichment.
576496,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564856,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565796,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576389,False,0.19,True,False,0,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review. | No attributes extracted — description too sparse or needs enrichment.
564492,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
603449,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586909,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566364,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576397,False,0.19,True,False,0,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review. | No attributes extracted — description too sparse or needs enrichment.
571497,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576306,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
588533,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576520,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
574004,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
574012,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573971,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573989,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576769,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
567446,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573997,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
571463,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576512,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
581181,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
GT-CB-100C,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566430,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
568337,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565788,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565770,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573436,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576538,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573451,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586883,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586859,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576488,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
575217,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586479,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
571471,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
570762,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
533352,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573519,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573378,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565622,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586891,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
585448,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573444,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566687,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564385,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566661,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564898,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
538319,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576009,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564450,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
572669,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564906,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573410,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576504,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576017,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
574392,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
576751,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
583161,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566695,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
577007,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566653,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
566679,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573311,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573394,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573329,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564930,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565000,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564922,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573295,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564914,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573485,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573337,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
544874,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
570846,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565473,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573402,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573352,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573428,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573386,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564948,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573303,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573188,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573469,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565671,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573204,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
581199,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
565887,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
586867,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
568451,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
568444,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
573196,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
564500,False,0.27,True,False,1,Product type/classpath unresolved by rules — needs AI classification or review. | Brand unresolved from input — needs manufacturer-source enrichment. | MOBILE_DESC is 25 chars (target 60-80). | BRAND_NAME empty — needs manufacturer-source enrichment. | Classpath unresolved — needs classification review.
